Variant,ID,OOD,FGSM,Layer,Threshold,Mini,N-extract,N-train,Random seed,AUROC,AUROC-avg-std,FPR95,FPR95-avg-std,Logfile
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout1,0.4,,7,3,2000,67.8,67.15±0.46,72.35,73.22±0.62,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout2,0.4,,7,1,0,63.53,,86.38,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout2,0.4,,7,2,1000,64.94,,85.08,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout2,0.4,,7,3,2000,63.42,63.96±0.69,86.28,85.91±0.59,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout3,0.4,,7,1,0,64.16,,86.04,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout3,0.4,,7,2,1000,63.8,,85.55,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.dropout3,0.4,,7,3,2000,64.2,64.05±0.18,85.86,85.82±0.20,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.linear1,0.4,,7,1,0,61.83,,80.01,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.linear1,0.4,,7,2,1000,70.51,,69.5,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.linear1,0.4,,7,3,2000,67.37,66.57±3.59,71.26,73.59±4.60,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.linear2,0.4,,7,1,0,62.78,,87.01,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.linear2,0.4,,7,2,1000,63.68,,86.16,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.linear2,0.4,,7,3,2000,64.46,63.64±0.69,85.62,86.26±0.57,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.norm1,0.4,,7,1,0,64.05,,77.07,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.norm1,0.4,,7,2,1000,64.95,,74.87,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.norm1,0.4,,7,3,2000,63.89,64.30±0.47,76.69,76.21±0.96,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.norm2,0.4,,7,1,0,62.04,,80.89,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.norm2,0.4,,7,2,1000,61.3,,81.18,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.norm2,0.4,,7,3,2000,61.77,61.70±0.31,80.69,80.92±0.20,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.attention_weights,0.4,,7,1,0,61.44,,81.75,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.attention_weights,0.4,,7,2,1000,61.58,,82.41,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.attention_weights,0.4,,7,3,2000,65.96,62.99±2.10,77.44,80.53±2.20,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.output_proj,0.4,,7,1,0,66.65,,74.12,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.output_proj,0.4,,7,2,1000,65.19,,75.75,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.output_proj,0.4,,7,3,2000,68.77,66.87±1.47,71.23,73.70±1.87,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.sampling_offsets,0.4,,7,1,0,62.86,,85.34,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.sampling_offsets,0.4,,7,2,1000,61.5,,86.48,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.sampling_offsets,0.4,,7,3,2000,62.2,62.19±0.56,85.7,85.84±0.48,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.value_proj,0.4,,7,1,0,63.91,,76.31,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.value_proj,0.4,,7,2,1000,64.82,,75.5,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,backbone.0.body.layer4.0.downsample_transformer.encoder.layers.5.self_attn.value_proj,0.4,,7,3,2000,62.15,63.63±1.11,78.26,76.69±1.16,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_combined_cnn_layer.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.0.norm1,0.4,,7,1,0,64.18,,80.8,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.0.norm1,0.4,,7,2,1000,66.68,,79.48,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.0.norm1,0.4,,7,3,2000,67.01,65.96±1.26,79.06,79.78±0.74,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.0.norm2,0.4,,7,1,0,56.45,,85.51,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.0.norm2,0.4,,7,2,1000,57.26,,84.68,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.0.norm2,0.4,,7,3,2000,58.02,57.24±0.64,84.23,84.81±0.53,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.1.norm1,0.4,,7,1,0,57.34,,84.65,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.1.norm1,0.4,,7,2,1000,61.26,,80.89,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.1.norm1,0.4,,7,3,2000,57.12,58.57±1.90,84.67,83.40±1.78,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.1.norm2,0.4,,7,1,0,57.78,,84.21,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.1.norm2,0.4,,7,2,1000,57.59,,84.24,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.1.norm2,0.4,,7,3,2000,55.64,57.00±0.97,85.6,84.68±0.65,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.2.norm1,0.4,,7,1,0,61.43,,80.86,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.2.norm1,0.4,,7,2,1000,62.52,,79.15,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.2.norm1,0.4,,7,3,2000,59.17,61.04±1.40,83.32,81.11±1.71,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.2.norm2,0.4,,7,1,0,60.43,,80.85,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.2.norm2,0.4,,7,2,1000,60.4,,81.54,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.2.norm2,0.4,,7,3,2000,61.15,60.66±0.35,80.54,80.98±0.42,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.3.norm1,0.4,,7,1,0,59.21,,80.59,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.3.norm1,0.4,,7,2,1000,62.64,,76.95,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.3.norm1,0.4,,7,3,2000,60.78,60.88±1.40,79.0,78.85±1.49,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.3.norm2,0.4,,7,1,0,62.38,,77.18,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.3.norm2,0.4,,7,2,1000,63.22,,75.51,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.3.norm2,0.4,,7,3,2000,61.9,62.50±0.55,77.25,76.65±0.80,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.4.norm1,0.4,,7,1,0,66.8,,70.88,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.4.norm1,0.4,,7,2,1000,63.9,,74.45,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.4.norm1,0.4,,7,3,2000,63.31,64.67±1.53,75.32,73.55±1.92,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.4.norm2,0.4,,7,1,0,61.97,,77.01,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.4.norm2,0.4,,7,2,1000,63.66,,74.6,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.4.norm2,0.4,,7,3,2000,62.63,62.75±0.70,76.14,75.92±1.00,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.5.norm1,0.4,,7,1,0,67.28,,71.75,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.5.norm1,0.4,,7,2,1000,65.84,,73.37,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.5.norm1,0.4,,7,3,2000,65.02,66.05±0.93,73.81,72.98±0.89,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.5.norm2,0.4,,7,1,0,64.4,,77.32,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.5.norm2,0.4,,7,2,1000,61.57,,80.12,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,res_conn_before_transformer.encoder.layers.5.norm2,0.4,,7,3,2000,64.31,63.43±1.31,76.65,78.03±1.50,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.0.norm1,0.4,,7,1,0,51.84,,94.39,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.0.norm1,0.4,,7,2,1000,49.61,,95.15,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.0.norm1,0.4,,7,3,2000,51.08,50.84±0.93,94.83,94.79±0.31,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.0.norm3,0.4,,7,1,0,44.83,,97.58,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.0.norm3,0.4,,7,2,1000,44.88,,97.54,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.0.norm3,0.4,,7,3,2000,43.72,44.48±0.54,97.67,97.60±0.05,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.1.norm1,0.4,,7,1,0,43.36,,97.51,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.1.norm1,0.4,,7,2,1000,43.15,,97.43,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.1.norm1,0.4,,7,3,2000,43.38,43.30±0.10,97.46,97.47±0.03,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.1.norm3,0.4,,7,1,0,45.1,,95.84,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.1.norm3,0.4,,7,2,1000,43.71,,95.95,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.1.norm3,0.4,,7,3,2000,43.78,44.20±0.64,96.12,95.97±0.12,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.2.norm1,0.4,,7,1,0,44.55,,97.82,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.2.norm1,0.4,,7,2,1000,42.99,,98.1,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.2.norm1,0.4,,7,3,2000,44.55,44.03±0.74,97.79,97.90±0.14,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.2.norm3,0.4,,7,1,0,42.7,,97.84,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.2.norm3,0.4,,7,2,1000,42.49,,97.82,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.2.norm3,0.4,,7,3,2000,42.02,42.40±0.28,97.91,97.86±0.04,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.3.norm1,0.4,,7,1,0,42.8,,97.43,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.3.norm1,0.4,,7,2,1000,44.59,,97.09,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.3.norm1,0.4,,7,3,2000,44.25,43.88±0.78,96.99,97.17±0.19,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.3.norm3,0.4,,7,1,0,42.83,,97.22,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.3.norm3,0.4,,7,2,1000,42.96,,97.27,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.3.norm3,0.4,,7,3,2000,44.67,43.49±0.84,97.03,97.17±0.10,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.4.norm1,0.4,,7,1,0,45.36,,97.16,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.4.norm1,0.4,,7,2,1000,47.08,,97.04,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.4.norm1,0.4,,7,3,2000,46.99,46.48±0.79,96.91,97.04±0.10,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.4.norm3,0.4,,7,1,0,43.32,,98.46,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.4.norm3,0.4,,7,2,1000,42.43,,98.51,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.4.norm3,0.4,,7,3,2000,42.51,42.75±0.40,98.49,98.49±0.02,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.5.norm1,0.4,,7,1,0,43.2,,98.06,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.5.norm1,0.4,,7,2,1000,44.87,,97.81,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.5.norm1,0.4,,7,3,2000,46.09,44.72±1.18,97.62,97.83±0.18,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.5.norm3,0.4,,7,1,0,42.8,,98.38,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-0_layer_features_seperate_extract_7_train_1_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.5.norm3,0.4,,7,2,1000,43.71,,98.33,,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-1000_layer_features_seperate_extract_7_train_2_all_encoder_layers.txt
MS_DETR,COCO,OpenImages,8,transformer.decoder.layers.5.norm3,0.4,,7,3,2000,46.48,44.33±1.57,98.14,98.28±0.10,eval_trainth04_testth01_COCO-MS_DETR-fgsm-8-2000_layer_features_seperate_extract_7_train_3_all_encoder_layers.txt
